1,1,26,24,24,-66.1
1,2,63,48,24,-59.01
1,3,38,72,24,-70.76
1,4,48,96,24,-63.87
1,5,41,120,24,-61.33
1,6,61,144,24,-69.13
1,7,43,168,24,-70.36
1,8,14,192,24,-69.5
1,9,53,216,24,-63.11
1,10,60,240,24,-65.75
1,11,41,264,24,-67.45
1,12,8,288,24,-59.85
1,13,14,312,24,-59.75
1,14,20,336,24,-66.38
1,15,17,360,24,-54.74
1,16,61,384,24,-60.27
1,17,65,408,24,-59.96
1,18,24,432,24,-48.19
1,19,60,456,24,-43.34
1,20,44,480,24,-40.36
1,21,8,504,24,-39.32
1,22,8,528,24,-35.46
1,23,8,552,24,-33.94
1,24,58,576,24,-34.13
1,25,17,600,24,-36.69
1,26,14,624,24,-40.55
1,27,53,648,24,-36.34
1,28,20,672,24,-36.97
1,29,8,696,24,-31.73
1,30,59,720,24,-42.05
1,31,24,744,24,-34.01
1,32,61,768,24,-38.68
1,33,41,792,24,-38.22
1,34,13,816,24,-30.29
1,35,24,840,24,-24.67
1,36,72,864,24,-25.23
1,37,24,888,24,-21.6
1,38,24,912,24,-21.92
1,39,52,936,24,-21.6
1,40,49,960,24,-22.46
1,41,8,984,24,-21.68
1,42,6,1008,24,-21.6
1,43,13,1032,24,-21.6
1,44,60,1056,24,-21.6
1,45,1,1080,24,-23.63
1,46,49,1104,24,-21.6
1,47,48,1128,24,-21.6
1,48,28,1152,24,-21.6
1,49,34,1176,24,-21.6
1,50,20,1200,24,-21.6
1,51,34,1224,24,-21.6
1,52,67,1248,24,-21.6
1,53,0,1272,24,-21.6
1,54,49,1296,24,-21.6
1,55,41,1320,24,-21.6
1,56,34,1344,24,-21.6
1,57,37,1368,24,-21.6
1,58,32,1392,24,-21.6
1,59,43,1416,24,-21.6
1,60,27,1440,24,-21.6
1,61,37,1464,24,-21.6
1,62,6,1488,24,-21.6
1,63,1,1512,24,-21.6
1,64,46,1536,24,-21.6
1,65,13,1560,24,-21.6
1,66,46,1584,24,-21.6
1,67,57,1608,24,-21.6
1,68,61,1632,24,-21.6
1,69,34,1656,24,-21.6
1,70,60,1680,24,-21.6
1,71,31,1704,24,-21.6
1,72,59,1728,24,-21.6
1,73,37,1752,24,-21.6
1,74,46,1776,24,-21.6
1,75,41,1800,24,-21.6
1,76,8,1824,24,-21.6
1,77,43,1848,24,-21.6
1,78,32,1872,24,-21.6
1,79,0,1896,24,-21.6
1,80,37,1920,24,-21.6
1,81,31,1944,24,-21.6
1,82,31,1968,24,-21.6
1,83,34,1992,24,-21.6
1,84,24,2016,24,-21.6
2,1,15,24,24,-56.9
2,2,57,48,24,-64.66
2,3,57,72,24,-63.75
2,4,46,96,24,-64.82
2,5,31,120,24,-64.82
2,6,0,144,24,-64.06
2,7,38,168,24,-66.62
2,8,53,192,24,-67.07
2,9,32,216,24,-63.11
2,10,31,240,24,-64.03
2,11,20,264,24,-58.67
2,12,37,288,24,-62.28
2,13,34,312,24,-64.61
2,14,46,336,24,-63.9
2,15,58,360,24,-63.17
2,16,61,384,24,-54.63
2,17,34,408,24,-58.41
2,18,65,432,24,-63.82
2,19,32,456,24,-52.62
2,20,8,480,24,-57.32
2,21,46,504,24,-54.27
2,22,52,528,24,-49.7
2,23,44,552,24,-49.4
2,24,14,576,24,-48.73
2,25,20,600,24,-50.51
2,26,59,624,24,-45.08
2,27,31,648,24,-48.79
2,28,13,672,24,-43.79
2,29,1,696,24,-41.96
2,30,27,720,24,-49.94
2,31,24,744,24,-42.68
2,32,8,768,24,-44.3
2,33,1,792,24,-41.0
2,34,44,816,24,-40.29
2,35,1,840,24,-34.84
2,36,26,864,24,-27.31
2,37,34,888,24,-21.57
2,38,34,912,24,-21.59
2,39,46,936,24,-21.28
2,40,34,960,24,-21.62
2,41,13,984,24,-21.14
2,42,1,1008,24,-21.28
2,43,61,1032,24,-21.24
2,44,6,1056,24,-21.24
2,45,59,1080,24,-21.28
2,46,46,1104,24,-21.24
2,47,72,1128,24,-21.24
2,48,46,1152,24,-21.24
2,49,61,1176,24,-21.24
2,50,31,1200,24,-21.24
2,51,37,1224,24,-21.24
2,52,52,1248,24,-21.24
2,53,59,1272,24,-21.24
2,54,27,1296,24,-21.24
2,55,41,1320,24,-21.24
2,56,65,1344,24,-21.24
2,57,41,1368,24,-21.24
2,58,34,1392,24,-21.24
2,59,34,1416,24,-21.24
2,60,72,1440,24,-21.24
2,61,52,1464,24,-21.24
2,62,52,1488,24,-21.24
2,63,72,1512,24,-21.24
2,64,13,1536,24,-21.24
2,65,52,1560,24,-21.24
2,66,41,1584,24,-21.24
2,67,24,1608,24,-21.24
2,68,44,1632,24,-21.24
2,69,31,1656,24,-21.28
2,70,65,1680,24,-21.24
2,71,43,1704,24,-21.24
2,72,0,1728,24,-21.29
2,73,0,1752,24,-21.24
2,74,34,1776,24,-21.24
2,75,13,1800,24,-21.24
2,76,59,1824,24,-21.24
2,77,34,1848,24,-21.24
2,78,6,1872,24,-21.24
2,79,0,1896,24,-21.24
2,80,53,1920,24,-21.24
2,81,41,1944,24,-21.24
2,82,34,1968,24,-21.24
2,83,46,1992,24,-21.24
2,84,63,2016,24,-21.24
3,1,27,24,24,-65.91
3,2,58,48,24,-64.39
3,3,26,72,24,-64.12
3,4,46,96,24,-63.01
3,5,43,120,24,-69.52
3,6,63,144,24,-65.79
3,7,17,168,24,-59.07
3,8,43,192,24,-56.66
3,9,38,216,24,-60.71
3,10,13,240,24,-52.75
3,11,24,264,24,-65.2
3,12,67,288,24,-61.15
3,13,43,312,24,-59.4
3,14,58,336,24,-50.87
3,15,13,360,24,-54.85
3,16,43,384,24,-53.64
3,17,37,408,24,-46.12
3,18,12,432,24,-39.33
3,19,24,456,24,-39.13
3,20,12,480,24,-43.09
3,21,59,504,24,-35.11
3,22,14,528,24,-33.7
3,23,17,552,24,-31.38
3,24,63,576,24,-31.05
3,25,31,600,24,-30.15
3,26,32,624,24,-25.54
3,27,0,648,24,-29.08
3,28,8,672,24,-23.78
3,29,65,696,24,-16.02
3,30,43,720,24,-14.96
3,31,14,744,24,-14.96
3,32,20,768,24,-15.06
3,33,37,792,24,-14.96
3,34,61,816,24,-14.96
3,35,26,840,24,-14.96
3,36,46,864,24,-14.96
3,37,60,888,24,-14.96
3,38,32,912,24,-14.96
3,39,26,936,24,-14.96
3,40,41,960,24,-14.96
3,41,53,984,24,-14.96
3,42,38,1008,24,-14.96
3,43,20,1032,24,-14.96
3,44,0,1056,24,-14.96
3,45,6,1080,24,-14.96
3,46,34,1104,24,-14.96
3,47,14,1128,24,-14.96
3,48,72,1152,24,-14.96
3,49,58,1176,24,-14.96
3,50,6,1200,24,-14.96
3,51,24,1224,24,-14.96
3,52,28,1248,24,-14.96
3,53,8,1272,24,-14.96
3,54,65,1296,24,-14.96
3,55,31,1320,24,-14.96
3,56,44,1344,24,-14.96
3,57,58,1368,24,-14.96
3,58,60,1392,24,-14.96
3,59,53,1416,24,-14.96
3,60,65,1440,24,-14.96
3,61,49,1464,24,-14.96
3,62,48,1488,24,-14.96
3,63,63,1512,24,-14.96
3,64,43,1536,24,-14.96
3,65,43,1560,24,-14.96
3,66,57,1584,24,-14.96
3,67,72,1608,24,-14.96
3,68,63,1632,24,-14.96
3,69,6,1656,24,-14.96
3,70,12,1680,24,-14.96
3,71,8,1704,24,-14.96
3,72,49,1728,24,-14.96
3,73,20,1752,24,-14.96
3,74,6,1776,24,-14.96
3,75,48,1800,24,-14.96
3,76,32,1824,24,-14.96
3,77,32,1848,24,-14.96
3,78,14,1872,24,-14.96
3,79,28,1896,24,-14.96
3,80,13,1920,24,-14.96
3,81,65,1944,24,-14.96
3,82,34,1968,24,-14.96
3,83,27,1992,24,-14.96
3,84,32,2016,24,-14.96
4,1,27,24,24,-66.53
4,2,0,48,24,-58.61
4,3,60,72,24,-60.63
4,4,37,96,24,-56.76
4,5,43,120,24,-53.95
4,6,12,144,24,-51.57
4,7,57,168,24,-52.74
4,8,63,192,24,-51.32
4,9,8,216,24,-58.53
4,10,37,240,24,-52.73
4,11,13,264,24,-47.66
4,12,49,288,24,-51.11
4,13,15,312,24,-57.19
4,14,24,336,24,-49.93
4,15,59,360,24,-50.77
4,16,58,384,24,-45.92
4,17,46,408,24,-46.14
4,18,65,432,24,-47.13
4,19,1,456,24,-46.29
4,20,60,480,24,-46.6
4,21,38,504,24,-48.68
4,22,53,528,24,-40.4
4,23,8,552,24,-40.64
4,24,38,576,24,-47.86
4,25,65,600,24,-45.63
4,26,67,624,24,-42.73
4,27,31,648,24,-39.93
4,28,0,672,24,-42.93
4,29,49,696,24,-38.33
4,30,46,720,24,-35.66
4,31,57,744,24,-37.37
4,32,28,768,24,-33.53
4,33,14,792,24,-34.5
4,34,34,816,24,-33.62
4,35,27,840,24,-24.83
4,36,1,864,24,-22.75
4,37,27,888,24,-22.22
4,38,43,912,24,-21.91
4,39,65,936,24,-21.91
4,40,57,960,24,-21.91
4,41,13,984,24,-21.91
4,42,0,1008,24,-21.91
4,43,17,1032,24,-21.91
4,44,49,1056,24,-21.91
4,45,0,1080,24,-21.91
4,46,34,1104,24,-21.91
4,47,67,1128,24,-21.91
4,48,6,1152,24,-21.91
4,49,20,1176,24,-21.91
4,50,49,1200,24,-21.91
4,51,20,1224,24,-21.91
4,52,61,1248,24,-21.91
4,53,31,1272,24,-21.91
4,54,24,1296,24,-21.91
4,55,0,1320,24,-21.91
4,56,38,1344,24,-21.91
4,57,32,1368,24,-21.91
4,58,57,1392,24,-21.91
4,59,32,1416,24,-21.91
4,60,52,1440,24,-21.91
4,61,65,1464,24,-21.91
4,62,59,1488,24,-21.91
4,63,58,1512,24,-21.91
4,64,43,1536,24,-21.91
4,65,28,1560,24,-21.91
4,66,12,1584,24,-21.91
4,67,67,1608,24,-21.91
4,68,63,1632,24,-21.91
4,69,6,1656,24,-21.91
4,70,67,1680,24,-21.91
4,71,61,1704,24,-21.91
4,72,65,1728,24,-21.91
4,73,1,1752,24,-21.91
4,74,72,1776,24,-21.91
4,75,20,1800,24,-21.91
4,76,44,1824,24,-21.91
4,77,13,1848,24,-21.91
4,78,67,1872,24,-21.91
4,79,44,1896,24,-21.91
4,80,60,1920,24,-21.91
4,81,15,1944,24,-21.91
4,82,24,1968,24,-21.91
4,83,65,1992,24,-21.91
4,84,27,2016,24,-21.91
5,1,38,24,24,-61.75
5,2,72,48,24,-59.8
5,3,59,72,24,-54.58
5,4,8,96,24,-58.1
5,5,52,120,24,-63.58
5,6,27,144,24,-59.23
5,7,15,168,24,-62.4
5,8,31,192,24,-65.56
5,9,48,216,24,-54.99
5,10,46,240,24,-57.47
5,11,43,264,24,-52.63
5,12,27,288,24,-58.31
5,13,14,312,24,-58.38
5,14,58,336,24,-53.68
5,15,60,360,24,-49.57
5,16,27,384,24,-50.21
5,17,17,408,24,-41.81
5,18,53,432,24,-48.26
5,19,6,456,24,-50.04
5,20,65,480,24,-38.98
5,21,1,504,24,-47.16
5,22,14,528,24,-32.32
5,23,31,552,24,-33.04
5,24,63,576,24,-43.37
5,25,26,600,24,-30.16
5,26,61,624,24,-35.1
5,27,26,648,24,-30.87
5,28,26,672,24,-22.15
5,29,17,696,24,-21.07
5,30,17,720,24,-18.33
5,31,53,744,24,-17.32
5,32,53,768,24,-17.36
5,33,31,792,24,-15.91
5,34,31,816,24,-16.16
5,35,49,840,24,-15.91
5,36,44,864,24,-16.34
5,37,67,888,24,-15.91
5,38,58,912,24,-15.91
5,39,53,936,24,-15.91
5,40,1,960,24,-15.91
5,41,67,984,24,-15.91
5,42,14,1008,24,-15.91
5,43,0,1032,24,-15.91
5,44,8,1056,24,-15.91
5,45,46,1080,24,-15.91
5,46,6,1104,24,-15.91
5,47,31,1128,24,-15.91
5,48,12,1152,24,-15.91
5,49,38,1176,24,-15.91
5,50,63,1200,24,-15.91
5,51,28,1224,24,-18.34
5,52,0,1248,24,-15.91
5,53,17,1272,24,-15.91
5,54,28,1296,24,-15.91
5,55,63,1320,24,-15.91
5,56,0,1344,24,-15.91
5,57,72,1368,24,-15.91
5,58,0,1392,24,-15.91
5,59,43,1416,24,-15.91
5,60,44,1440,24,-15.91
5,61,1,1464,24,-15.91
5,62,43,1488,24,-15.91
5,63,43,1512,24,-15.91
5,64,1,1536,24,-15.91
5,65,15,1560,24,-15.91
5,66,38,1584,24,-15.91
5,67,8,1608,24,-15.91
5,68,72,1632,24,-15.91
5,69,37,1656,24,-15.91
5,70,8,1680,24,-15.91
5,71,13,1704,24,-15.91
5,72,6,1728,24,-15.91
5,73,46,1752,24,-15.91
5,74,14,1776,24,-15.91
5,75,17,1800,24,-15.91
5,76,61,1824,24,-15.91
5,77,32,1848,24,-15.91
5,78,1,1872,24,-15.91
5,79,67,1896,24,-15.91
5,80,48,1920,24,-15.91
5,81,27,1944,24,-15.91
5,82,52,1968,24,-15.91
5,83,72,1992,24,-15.91
5,84,34,2016,24,-15.91
